PuzzleId,FEN,Moves,Rating,RatingDeviation,Popularity,NbPlays,Themes,GameUrl,OpeningTags
0Ksng,r1b3r1/1p6/pq3k1p/2bp1p2/3p1N2/1BPQn3/PP4PP/R3R2K b - - 0 23,c5d6 d3e3 d4e3 f4d5 f6g7 d5b6,2383,110,86,39,advantage capturingDefender fork long middlegame sacrifice,https://lichess.org/3x3mRuBD/black#46,
09AAa,4rrk1/1npb2bp/pp1p1q2/3P1p1n/PPP2p2/2NBB3/3QN1PP/1RR3K1 w - - 0 20,e2f4 e8e3 d2e3 f6d4 e3d4 g7d4 g1h1 h5f4,2321,76,93,382,crushing kingsideAttack middlegame sacrifice veryLong,https://lichess.org/TfoUohL0#39,
0BjHE,1r2r1k1/2p2ppp/2nb1q2/1B6/5n2/2N1P2P/PP2Q1P1/R3BRK1 w - - 0 22,f1f4 d6f4 c3d5 f4e3,2302,90,85,32,advantage kingsideAttack middlegame short,https://lichess.org/E38HTX3w#43,
07lym,5rk1/p2R2bp/4r1p1/3p2q1/2p1p3/2PnN2P/P3QPPB/5RK1 b - - 1 27,f8d8 e2g4 d8d7 g4g5,2281,135,67,12,crushing master middlegame short,https://lichess.org/3hcuN6pU/black#54,
0MyjD,r2r2k1/pR3p1p/6p1/2P1b3/Q3Nq2/5P2/P4PKP/5R2 w - - 1 22,f1h1 d8d3 b7f7 f4f7,2335,91,90,61,advantage middlegame short,https://lichess.org/UNPkApyz#43,
079h4,6qk/pp4rp/n1p5/4Q3/2P1P3/P2P4/1PK2R2/8 b - - 6 32,h7h6 f2f6 h8h7 e5f5,2482,82,83,327,crushing endgame short,https://lichess.org/QYZeI6HY/black#64,
0IvPx,6rk/1b1r1p1p/p1q1p2R/1pp1b2B/7Q/P1PP2P1/1P4PP/6RK b - - 6 27,e5g7 h5f3 g7h6 f3c6 b7c6 h4h6,2496,81,70,128,advantage long middlegame,https://lichess.org/74CDW8a4/black#54,
0AZSP,2k3r1/ppr5/3Q2np/q3p3/6b1/R4N2/PPP2PPP/1K1R4 b - - 3 22,a5b5 a3a7 c8b8 d6a3 c7d7 a7a8 b8c7 a3c3,2341,81,78,59,advantage middlegame quietMove veryLong,https://lichess.org/nMnkcyku/black#44,
04kWd,7r/pp4p1/8/4k3/4p1p1/6P1/PPK2P1P/3R4 w - - 4 29,d1h1 h8f8 c2d2 f8f2,2342,96,91,496,crushing endgame rookEndgame short,https://lichess.org/9YizLjHp#57,
03qRi,8/8/4p1p1/R2b3p/P1p5/2Pk4/5PPP/5K2 w - - 1 37,a5d5 e6d5 a4a5 d5d4 f1e1 d3c3 a5a6 c3c2 a6a7 d4d3,2479,106,88,1717,crushing endgame hangingPiece veryLong,https://lichess.org/n2I6reHl#73,
0MAAl,5k1r/1b1pqp2/p2Rp2p/1p4p1/3NP1n1/1BQ3P1/PP1R1nKP/8 b - - 0 24,f2e4 d4e6 f7e6 c3h8 f8f7 h8h7,2279,79,50,57,crushing discoveredAttack long middlegame,https://lichess.org/9RX0xWyE/black#48,
0O7M5,7k/2Q3p1/1P5p/1q4p1/8/3p1P1P/2p3P1/2B2K2 w - - 2 43,b6b7 d3d2 f1f2 d2c1q b7b8q b5b8 c7b8 h8h7 b8b4 c1f4,2264,77,91,979,advancedPawn crushing discoveredAttack discoveredCheck endgame promotion veryLong,https://lichess.org/3MUmaXpo#85,
084su,4r3/4Ppk1/2r1p1p1/p1np2Pp/P6P/4N3/5PK1/2RR4 w - - 3 40,e3d5 e6d5 d1d5 c5e6 c1c6 e6f4 g2f3 f4d5,2499,79,92,621,crushing endgame fork sacrifice veryLong,https://lichess.org/n3LkaXaF#79,
0NAdx,q5r1/r4p1k/5Q1p/3pNP2/1P1Pp3/P7/6PP/3R2K1 w - - 1 38,e5f7 a8f8 f7g5 h6g5,2261,75,92,8119,advantage endgame short,https://lichess.org/LoyhTlT6#75,
0KKXp,8/7p/pR6/6pk/P3p3/6K1/1P1pr2P/5R2 w - - 0 38,f1f6 e2e3 g3f2 d2d1q,2267,78,69,105,advancedPawn advantage endgame promotion rookEndgame short,https://lichess.org/O4K5ysot#75,
00bhw,8/2pR3p/1p1b3k/p2B2pP/P1P2rP1/5P2/4r3/5R1K b - - 0 31,f4d4 d5e4 d4e4 f3e4,2255,83,90,691,crushing endgame short,https://lichess.org/CVsMMWzy/black#62,
00u3b,rn2kb1r/pbqp1ppp/1p2p3/3nP3/2BP4/5N2/PP2QPPP/RNB1K2R w KQkq - 0 9,b1c3 d5c3 b2c3 b6b5 a1b1 b5c4,2375,84,90,1288,crushing long opening,https://lichess.org/hg1xugvX#17,Sicilian_Defense Sicilian_Defense_Alapin_Variation
05f4e,3r4/1R1Pnp2/p2b1k1p/Np1Bp3/4P3/8/P5P1/6K1 b - - 9 50,e7d5 e4d5 d6c7 b7c7,2288,77,85,106,crushing endgame master short,https://lichess.org/OC1DqaDJ/black#100,
01A5W,4r1k1/pp3p2/3p1Ppq/5P2/4r3/6RP/PP3Q2/6RK b - - 2 39,e4e2 g3g6 f7g6 f6f7 g8f7 f5g6 f7e7 f2e2,2283,76,92,4249,advancedPawn attraction crushing discoveredCheck doubleCheck endgame interference intermezzo sacrifice veryLong,https://lichess.org/oykaypz8/black#78,
07qgb,4rrk1/ppq2pp1/2p1b2B/3pb2Q/8/3B4/PPP2RPP/5R1K b - - 0 18,g7h6 f2f6 e5f6 h5h6,2395,91,90,365,crushing intermezzo middlegame sacrifice short,https://lichess.org/E0iRb55h/black#36,Blackmar-Diemer_Gambit_Accepted Blackmar-Diemer_Gambit_Accepted_Ziegler_Defense
05dOY,8/8/8/K1Pk1pp1/8/7P/1P6/8 w - - 0 43,b2b4 g5g4 h3g4 f5g4 b4b5 g4g3 c5c6 d5d6,2610,99,84,232,crushing endgame pawnEndgame veryLong,https://lichess.org/3Swfhwf7#85,
0MGcM,8/8/2Q5/1p2p3/5b2/2P1kp2/1n6/3K4 w - - 0 47,d1e1 f4g3 e1f1 b2c4 c6h6 g3f4,2575,87,88,183,crushing endgame long quietMove,https://lichess.org/sX4mLmw1#93,
0IeDN,3r2k1/p1qB1pbp/4p1p1/8/Q5P1/2PbB3/PP3P1P/2K4R w - - 7 22,d7b5 d3b5 a4b5 d8b8 b5b8 c7b8,2638,94,77,71,advantage long middlegame,https://lichess.org/n3fVZx4W#43,
0Hxew,8/5p2/6p1/8/7K/5P1P/1k6/8 b - - 0 46,b2c3 h4g5 c3d4 f3f4 d4e4 h3h4 e4f3 f4f5 f3g3 f5f6 g3h3 h4h5 g6h5 g5h5,2538,89,94,495,crushing endgame pawnEndgame quietMove veryLong zugzwang,https://lichess.org/fAKixtX7/black#92,
03DMs,1r4k1/3q1pp1/p2b2n1/Bp1Nr3/8/PQ6/1PP3RP/2K2R2 b - - 0 33,d7c6 d5f6 g7f6 g2g6,2542,92,91,1099,crushing kingsideAttack middlegame pin short,https://lichess.org/P3UpyKfh/black#66,
0OdHS,r4rk1/2p1R1p1/p2q3p/1b6/3P2Q1/3P1P2/PP4P1/4R1K1 b - - 8 31,g7g5 g4e4 d6e7 e4e7 a8e8 e7b4 e8e1 b4e1,2553,84,93,461,advantage middlegame veryLong,https://lichess.org/QLdctZEG/black#62,
08lNe,3rkb2/p4PpQ/q7/Ppp2P2/2p5/2Pp2P1/6bP/R4RK1 b - - 0 24,e8f7 f5f6 g2f1 f6g7 f8g7 a1f1 a6f6 f1f6 f7f6 h7h4 f6e6 h4d8,2679,98,94,520,advancedPawn attraction crushing middlegame pin sacrifice skewer veryLong,https://lichess.org/wdo5VgSY/black#48,
08aqk,1k4r1/pp6/6q1/4P3/2Pp4/1P3RP1/P3RK1r/5Q2 w - - 6 36,f2e1 h2h1 f1h1 g6b1 e1d2 b1h1,2616,96,92,1493,crushing endgame exposedKing long pin sacrifice skewer,https://lichess.org/SKP56OMV#71,
0GZNA,8/8/B7/p1pnkp2/P5p1/1P2P1P1/4K3/8 w - - 0 42,a6b7 c5c4 b3c4 d5c3 e2d3 c3a4,2571,82,85,345,crushing endgame long,https://lichess.org/FMB4YB0s#83,
0AF6G,8/4k3/pp4p1/2p1Kp1p/P1P2P1P/1P6/8/8 b - - 0 33,e7f7 a4a5 b6a5 e5d5 g6g5 f4g5 f5f4 d5e4,2505,90,97,180,crushing endgame pawnEndgame veryLong,https://lichess.org/LsciHh2e/black#66,
04ktP,8/R7/2k1K3/3p4/P2P4/1rp5/8/8 w - - 0 57,a7a6 b3b6 a6a5 c6c7,2657,84,93,767,crushing defensiveMove discoveredAttack discoveredCheck endgame rookEndgame short,https://lichess.org/EVSP6Jde#113,
0CeQj,5rk1/5p1p/pq3Pp1/2pPQ3/2p1P1b1/4bBP1/4N1KP/5R2 b - - 4 25,e3d4 e2d4 b6b2 g2g1 c5d4 f3g4,2506,83,78,52,advantage long master middlegame,https://lichess.org/kMtJg4nG/black#50,
0Iyo8,8/3k3p/1P3pp1/PK2n3/6P1/5P2/7P/8 b - - 0 39,e5f3 b5a6 f3e5 a6b7,2673,91,85,265,crushing defensiveMove endgame knightEndgame short,https://lichess.org/GQMKK0in/black#78,
0OjWD,r4rk1/1b2q2p/2p1p1p1/1p2P3/5Q2/p2B4/PPP2PP1/1K1R3R w - - 0 24,f4g3 e7b4 b2b3 b4d4 b1c1 f8f2 d3e2 d4b2,2573,87,69,74,advantage middlegame veryLong,https://lichess.org/j41isHWT#47,
0Kycy,r2q2k1/3n2rp/1p2p1P1/p2pPp1Q/8/PP3NR1/1BP2bPP/4R2K b - - 0 23,f2e1 g6h7 g8h8 g3g7 h8g7 f3d4,2721,105,88,369,advancedPawn crushing discoveredAttack kingsideAttack long middlegame,https://lichess.org/CSebgjVG/black#46,
0D3Kn,8/2p5/4p1p1/1KP2k1p/5P1P/6P1/8/8 b - - 0 42,f5e4 b5c6 e4d4 c6d7 d4c5 d7e6,2689,91,81,126,crushing endgame long pawnEndgame,https://lichess.org/hGndgsI5/black#84,
0MmfL,3rr3/pbp1q1kp/1p4p1/4b3/2Q5/8/PBB2PPP/4RRK1 b - - 2 26,e7g5 b2e5 e8e5 c4c7 g7h6 c7b7 e5e1 f1e1,2515,80,96,268,advantage fork master middlegame veryLong,https://lichess.org/kK5NYKlO/black#52,
01yFV,8/2p3p1/2k1pp1p/1p2P3/1PP2PP1/3K4/7P/8 w - - 0 29,d3d4 f6e5 f4e5 b5c4 d4c4 c6b6,2620,93,90,308,crushing defensiveMove endgame long pawnEndgame,https://lichess.org/D3hgSRwK#57,
0F6at,8/8/7p/3k4/1K1Ppp2/4P3/1P5P/8 w - - 0 38,e3f4 e4e3 b4c3 d5e4 d4d5 e4f3 d5d6 e3e2 c3d2 f3f2,2503,87,86,337,advancedPawn crushing defensiveMove endgame pawnEndgame veryLong,https://lichess.org/kybpksQb#75,
0M9jU,1k6/p5pp/Kp2p3/4P3/P1P5/6P1/7P/8 w - - 4 36,h2h4 h7h5 c4c5 b8c7 a6b5 c7b7,2667,101,90,169,crushing defensiveMove endgame long pawnEndgame quietMove zugzwang,https://lichess.org/kFgJocSd#71,
01Isj,1kq1r2r/p1p2pp1/1pPb4/3P3p/Q1B2nb1/4B3/P2N1PPP/1R2R1K1 b - - 1 20,h5h4 c4a6 c8f5 e3b6 e8e1 b1e1 c7b6 c6c7 d6c7 e1e8 h8e8 a4e8 f5c8 a6c8,2728,99,80,106,advancedPawn crushing middlegame queensideAttack sacrifice veryLong,https://lichess.org/YoMn61lq/black#40,
0Joe9,3r1k2/1R3Np1/p3p3/2q5/5n1p/1B3PrP/P3Q1P1/4R2K w - - 1 33,e2e5 c5f2 e5c5 f2c5 f7d8 c5f2 d8e6 f4e6 b7b8 f8e7,2597,89,88,749,crushing defensiveMove middlegame veryLong,https://lichess.org/176IZRj2#65,
002e8,r3nrk1/1b3pp1/4pb2/p3q3/1p1N4/3B2R1/PPPQN2P/1K4R1 b - - 1 23,a8d8 d2h6 g7g6 g3h3,2505,79,93,407,crushing defensiveMove master middlegame pin short,https://lichess.org/ygzu5djr/black#46,
03yEO,r6k/6p1/4Q2p/p4N2/6n1/8/Pq3PPP/3R2K1 w - - 1 34,e6f7 b2f2 g1h1 a8g8 f5h6 g7h6,2574,89,91,943,advantage endgame long quietMove,https://lichess.org/4ff6QXds#67,
0KMgT,4rr2/p4pk1/1p3Pp1/2p1P3/3q3b/4Q3/6RK/1B2R3 b - - 0 38,g7h7 e3f3 e8e5 b1g6 h7h6 e1e4 f7g6 e4d4 c5d4 f3f4 h4g5 f4e5,2594,105,90,138,collinearMove crushing fork middlegame quietMove veryLong,https://lichess.org/aVIK0872/black#76,
0BuCC,6k1/8/8/P2R2p1/4p1P1/5pB1/5b1K/5r2 w - - 0 42,g3f2 f1f2 h2h3 e4e3 d5e5 f2e2,2766,98,79,144,crushing defensiveMove endgame long,https://lichess.org/jEBrNRdB#83,
0LLGq,2r3k1/1p1b2P1/p3p1R1/2P2rBR/4p3/3p4/PP6/2K5 b - - 2 34,c8c5 c1d1 f5f1 d1d2 e4e3 d2e3,2790,99,86,42,crushing defensiveMove endgame long,https://lichess.org/wij6NLhW/black#68,
00jmD,8/1pp5/8/PP4p1/3k1pP1/8/1bbBB3/5K2 b - - 2 41,c2d3 e2d3 d4d3 d2e1 d3c4 a5a6 b7a6 b5a6 b2d4 e1f2,2764,95,98,97,bishopEndgame crushing endgame quietMove veryLong,https://lichess.org/KmRwxrg3/black#82,
025Om,8/3r2kp/6p1/P7/4P3/R2n1R1P/3r1PP1/5K2 w - - 1 38,a5a6 d2d1 f1e2 d3c1 e2e3 g6g5,2764,114,91,1802,crushing defensiveMove endgame long,https://lichess.org/jpcpDSdw#75,
0LRr4,8/1p6/p3p3/4k1p1/P1P3P1/4K3/5P2/8 b - - 2 41,b7b6 e3d3 e5d6 d3e4 e6e5 e4f5,2789,90,97,273,crushing endgame long pawnEndgame,https://lichess.org/NFdcxzAP/black#82,
0OJoC,5r2/Q3R3/4p1k1/4Kp2/4p3/2q5/5P2/5B2 w - - 4 40,e5e6 f8d8 e7g7 c3g7 a7g7 g6g7,2780,110,90,308,crushing endgame long quietMove,https://lichess.org/HY3fhpfd#79,
077HY,6k1/2Qn1p2/5n1p/3pNbp1/3Pq3/2P1P1B1/rr2BPPP/2R1K2R w K - 0 18,e2f3 d7e5 c7d8 g8h7 e1g1 e5f3,2796,118,90,850,advantage long master middlegame,https://lichess.org/VsORT6VI#35,Queens_Gambit_Declined Queens_Gambit_Declined_Ragozin_Defense
04x2X,r3kb1r/1b1n1ppp/p3p3/1p2P3/8/4B3/PqB2QPP/RN3RK1 b kq - 1 16,b2a1 f2f7 e8d8 f1d1 f8e7 f7e6,2776,100,92,858,advantage attackingF2F7 long middlegame pin,https://lichess.org/nA2aDV3i/black#32,Sicilian_Defense Sicilian_Defense_Delayed_Alapin_Variation
0GjEN,8/5k2/8/6P1/KP6/P7/8/2b5 b - - 0 49,f7g6 b4b5 c1e3 a4a5 g6g5 b5b6 g5f4 a5b5,2782,95,91,2404,bishopEndgame crushing defensiveMove endgame quietMove veryLong,https://lichess.org/BIjoUlcN/black#98,
05oMl,8/1p1k1p2/p6p/1p1KP1p1/2P3P1/PP5P/8/8 b - - 0 31,d7e7 d5c5 b5c4 b3c4 e7e6 c5b6 e6e5 b6b7 e5d4 b7a6,2767,107,89,552,crushing endgame pawnEndgame veryLong,https://lichess.org/Vev76ecP/black#62,
03c3Y,8/8/1k6/3K1ppp/4p3/4P1P1/7P/8 b - - 1 40,b6b5 d5d4 b5b4 h2h4 g5h4 g3h4 f5f4 e3f4,2842,107,87,877,crushing endgame pawnEndgame veryLong,https://lichess.org/WnQj8aFa/black#80,
0HOHT,6k1/4R3/1r4p1/4p3/5p2/1P3P1K/6PP/8 b - - 2 38,b6b3 e7e5 b3b7 e5e8 g8g7 e8e2 g6g5 h3g4,2780,115,90,1189,crushing endgame exposedKing quietMove rookEndgame veryLong,https://lichess.org/86mBIcmr/black#76,
0LinX,8/8/3k1p1p/3P2p1/p2K2P1/2P5/6P1/8 w - - 0 42,d4c4 d6e5 d5d6 e5d6 c4b4 d6d5 c3c4 d5d4,2870,115,87,235,advantage endgame pawnEndgame veryLong zugzwang,https://lichess.org/JLqtvCC9#83,
0Ef9O,2B5/5p2/3k1p1p/1p2p3/1Pb1PP1P/4K1P1/8/8 b - - 6 50,c4e6 c8e6 d6e6 e3f3 f6f5 e4f5,2768,100,92,203,bishopEndgame crushing endgame long,https://lichess.org/fqV1Oa6F/black#100,
03QUJ,8/2p3p1/p3N3/P7/3pP1k1/1P1Pn2p/8/6K1 w - - 2 39,e6d4 c7c5 d4e6 g4g3 e6g7 h3h2 g1h1 e3d1 g7h5 g3g4 h1h2 g4h5,2759,100,80,157,advancedPawn crushing endgame exposedKing knightEndgame quietMove veryLong,https://lichess.org/hO5os24e#77,
04m1I,2R5/5kp1/3r4/8/6P1/3rKPP1/2p5/2R5 w - - 2 48,e3f4 d6f6 f4e4 d3d1 c8c7 f7g6 c7g7 g6g7,2786,123,90,934,crushing endgame rookEndgame veryLong,https://lichess.org/sQFF8bUM#95,
0I45q,8/7p/8/p2k1p2/2p5/P1K2PP1/7P/8 b - - 0 33,h7h5 a3a4 f5f4 g3f4 h5h4 f4f5,2761,112,89,619,crushing defensiveMove endgame long pawnEndgame quietMove,https://lichess.org/IbzSMlfe/black#66,
0JbCb,8/6p1/pp6/2p2k1p/2Pp3P/P2P1KP1/1P6/8 b - - 0 37,b6b5 b2b4 c5b4 a3b4 f5e5 c4b5 a6b5 g3g4 h5g4 f3g4,2838,98,89,179,crushing endgame pawnEndgame veryLong zugzwang,https://lichess.org/cUZWfYwh/black#74,
0MKY9,8/1pp4p/4p1k1/p3p3/4P2P/2r1q3/P5P1/K2Q1R2 b - - 2 38,e3e4 d1d8 c3g3 d8g8 g6h5 g8g3 e4d4 a1b1,2796,125,90,712,crushing endgame exposedKing skewer veryLong,https://lichess.org/Evr91WUS/black#76,
0N3R9,8/2r5/8/8/3K4/2P2kp1/7R/8 w - - 0 50,h2c2 c7g7 c3c4 g3g2,2860,114,90,1780,advancedPawn crushing endgame master quietMove rookEndgame short,https://lichess.org/YDWmnL99#99,
0KFE3,r7/2K3k1/P7/8/6p1/8/8/R7 b - - 1 55,g4g3 c7b7 a8g8 a6a7 g7h6 a1a3 h6h5 a3g3 g8g3 a7a8q,2784,111,85,633,advancedPawn crushing deflection endgame promotion rookEndgame veryLong,https://lichess.org/tit1a3Bv/black#110,
0NNbf,4R3/1pr2ppk/p5qp/3PP3/8/PP5P/2rR2P1/4Q2K w - - 1 35,d5d6 c2c1 d6c7 c1e1 h1h2 g6f5,2825,87,72,126,crushing endgame long pin,https://lichess.org/gSgkbzBg#69,
0KRFX,3r1r2/1p1b1p1R/p4k2/4qpNQ/3p4/2b5/5PPP/1R4K1 b - - 1 30,d7e6 h5h4 f6e7 g5f7,2758,102,88,174,advantage discoveredAttack discoveredCheck middlegame short,https://lichess.org/MN8DNM5E/black#60,
0Fg6d,r7/pp4rk/6p1/q3p3/2Q3R1/7P/Pp3P2/1K1R4 b - - 9 30,g6g5 g4g5 g7g5 c4h4 h7g6 d1d6 g6f7 h4c4 f7e8 c4e6 e8f8 e6f6,2873,91,85,313,clearance crushing endgame exposedKing fork sacrifice veryLong,https://lichess.org/R8EbgNEd/black#60,
08nB2,4r3/5k1p/1nq1p1p1/4QpP1/2PP1P2/p2K3P/PNP5/4R3 w - - 0 33,c4c5 a3b2 c5b6 e8c8 e5c7 c8c7,2868,95,92,2028,advancedPawn crushing endgame long quietMove,https://lichess.org/gPWo497a#65,
03dIU,8/4k3/2prBp2/pp3P2/3PK2p/PPP4P/8/8 b - - 2 40,d6e6 f5e6 e7e6 e4d3 e6f5 d3e3,3073,133,89,776,advantage defensiveMove endgame long,https://lichess.org/bICPltU1/black#80,
0NYka,4q3/1Q1N2kp/3p4/1p1Pn3/1Pp2p2/P4B1P/6PK/8 b - - 0 46,e5d7 b7b5 c4c3 b5c6,3017,98,91,1889,advantage endgame master short,https://lichess.org/AAUoZ8nI/black#92,
0O04M,3r2k1/b3qp2/5Npp/np2P3/6Q1/P4N2/1B3PPP/3rR1K1 b - - 5 27,g8h8 g4f4 h8g7 f6g4 g6g5 e5e6,3020,121,90,3335,crushing discoveredAttack discoveredCheck long middlegame,https://lichess.org/FOu0Y2OM/black#54,
005yO,r1r3k1/ppq3bQ/4p2p/4n3/3p4/2P5/PBB2PPP/4R1K1 b - - 2 24,g8f8 b2a3 f8f7 c2d1 c8h8 d1h5 f7f6 h7e4,3065,104,94,853,advantage exposedKing middlegame quietMove veryLong,https://lichess.org/j65YI8hC/black#48,
0HL9r,8/2kb4/4p2p/3pP3/1qP2Q2/5PPB/1r1NK2P/7R w - - 0 35,c4d5 d7b5 e2e1 b4c5,3008,117,90,1553,advantage middlegame short,https://lichess.org/FnXKAO9K#69,
0BrFK,5rk1/P4pp1/4p3/4B3/3Pp2p/2QbP1Pq/5P2/2R3K1 b - - 0 29,h4g3 f2g3 f8a8 c3b2,3004,121,89,958,advantage defensiveMove endgame short,https://lichess.org/EksxEsqA/black#58,
0Nns6,rnb3k1/ppbp1qp1/2p2np1/6B1/3R4/2N2Q2/PPP3PP/4R1K1 b - - 5 17,f6h7 f3f7 g8f7 d4e4 c7d6 g5e7,3002,123,87,839,advantage kingsideAttack long middlegame quietMove,https://lichess.org/g61sSmpQ/black#34,Kings_Gambit_Accepted Kings_Gambit_Accepted_Schallopp_Defense
0H41G,6k1/b3q1p1/p1p2rpp/3Pp3/B7/2P3NP/Pr3PP1/R2QR1K1 w - - 0 22,a4c6 f6f2 g1h1 e7h4 e1e2 b2e2 g3e2 h4e4 d1g1 f2e2,3053,129,79,294,crushing middlegame veryLong,https://lichess.org/DO6f4jaY#43,
0BRFK,1rr4k/pp3p1p/4bP2/q3pp2/3n4/P1N4Q/1PP2P1P/1K1R1BR1 b - - 0 21,f5f4 h3h5 c8c3 f1d3 c3d3 d1d3,3016,129,91,1407,crushing long middlegame sacrifice,https://lichess.org/5mlsO89L/black#42,
06oZg,1rb2rk1/6bp/1qppp1p1/2n3P1/p3PP2/1PN2B2/P1PB3Q/2KR3R b - - 1 19,a4b3 h2h7 g8f7 c3b5 b6b5 d2c3,3050,103,91,2499,clearance crushing long middlegame pin sacrifice,https://lichess.org/IzMiUt9P/black#38,Sicilian_Defense Sicilian_Defense_OKelly_Variation
